96,61,998,224,45,1000,52,83,1
188,12,998,224,534,1000,1,82,1
188,14,998,224,534,1000,18,81,1
188,1,998,224,534,1000,1,24,1
188,2,998,224,534,1000,6,80,1
188,1,998,224,534,1000,18,12,1
66,1,998,8,13,1000,1,24,1
44,1,998,281,534,1000,1,6,1
50,1,998,224,9,1000,1,53,1
50,1,998,43,1,1000,1,6,1
120,1,998,224,8,1000,1,32,1
38,61,998,21,77,1000,1,53,1
50,1,998,17,534,1000,1,53,1
96,1,998,316,77,1000,1,53,1
120,1,998,55,534,1000,1,14,1
38,1,998,25,77,1000,1,78,1
188,4,998,224,534,1000,9,77,1
120,1,998,281,12,1000,1,24,1
188,7,998,281,77,1000,129,23,1
96,1,998,281,534,1000,27,24,1
2,1,998,224,534,1000,1,4,1
108,1,998,43,534,1000,1,23,1
66,61,998,281,534,1000,52,76,1
26,1,998,281,534,1000,1,75,1
44,1,998,224,534,1000,1,23,1
120,1,998,43,26,1000,1,23,1
120,1,998,4,534,1000,3,74,1
68,1,998,224,534,1000,1,24,1
126,1,998,3,534,1000,1,24,1
126,3,998,43,534,1000,1,32,1
188,1,998,224,15,1000,1,73,1
126,1,998,25,534,1000,1,24,1
44,1,998,224,534,1000,1,24,1
8,1,998,224,13,1000,1,24,1
126,1,998,21,534,1000,2,8,1
188,1,998,281,534,1000,1,23,1
66,1,998,224,26,1000,1,24,1
188,1,998,25,3,1000,1,32,1
22,1,998,4,534,1000,1,24,1
126,61,998,21,534,1000,2,17,1
120,1,998,55,534,1000,1,16,1
20,1,998,21,534,1000,1,53,1
68,1,998,25,77,1000,1,72,1
120,1,998,224,534,1000,1,24,1
50,1,998,224,26,1000,1,32,1
126,1,998,224,3,1000,1,71,1
50,1,998,281,534,1000,1,24,1
120,1,998,43,77,1000,1,24,1
8,1,998,55,7,1000,1,24,1
188,1,998,17,15,1000,1,70,1
126,1,998,224,534,1000,1,16,1
44,1,998,281,534,1000,1,6,1
26,1,998,224,534,1000,1,9,1
26,1,998,224,534,1000,129,53,1
188,1,998,281,534,1000,1,15,1
50,1,998,224,534,1000,1,8,1
96,2,998,43,18,1000,2,14,1
188,8,998,224,10,1000,7,69,1
188,14,998,224,534,1000,9,68,1
68,1,998,224,18,1000,1,24,1
188,1,998,224,18,1000,1,53,1
66,1,998,224,534,1000,1,53,1
28,1,998,224,534,1000,1,53,1
108,1,998,316,77,1000,1,67,1
188,1,998,281,18,1000,1,53,1
126,1,998,43,23,1000,1,53,1
12,61,998,224,534,1000,1,66,1
108,12,998,281,534,1000,3,8,1
108,1,998,281,77,1000,1,65,1
8,1,998,281,77,1000,1,64,1
108,2,998,281,534,1000,2,63,1
120,1,998,281,534,1000,1,14,1
66,1,998,21,77,1000,1,12,1
68,1,998,43,6,1000,1,9,1
38,1,998,224,534,1000,1,15,1
96,4,998,224,534,1000,9,61,1
126,1,998,224,534,1000,1,14,1
188,1,998,281,5,1000,1,14,1
126,2,998,224,534,1000,4,14,1
50,1,998,25,7,1000,1,8,1
50,1,998,281,534,1000,1,32,1
126,2,998,224,18,1000,2,14,1
108,1,998,281,534,1000,1,53,1
188,1,998,25,23,1000,1,59,1
68,1,998,224,534,1000,1,53,1
28,1,998,224,534,1000,2,24,1
108,1,998,17,534,1000,1,8,1
188,5,998,224,534,1000,129,24,1
44,1,998,224,534,1000,1,24,1
28,8,998,281,534,1000,7,58,1
126,1,998,224,534,1000,1,18,1
68,1,998,224,534,1000,1,11,1
188,1,998,281,77,1000,1,11,1
96,1,998,281,77,1000,1,24,1
96,61,998,281,77,1000,1,24,1
108,1,998,281,1,1000,1,57,1
44,1,998,55,9,1000,1,53,1
96,1,998,8,534,1000,1,8,1
108,1,998,224,18,1000,1,56,1
188,1,998,224,23,1000,1,18,1
6,1,998,224,534,1000,12,24,1
126,1,998,281,534,1000,1,53,1
50,1,998,55,534,1000,1,55,1
126,1,998,224,1,1000,1,18,1
108,1,998,43,534,1000,1,9,1
188,61,998,224,45,1000,52,54,1
108,12,998,224,534,1000,3,53,1
188,12,998,224,534,1000,2,52,1
96,1,998,224,8,1000,1,18,1
126,1,998,224,23,1000,1,11,1
44,1,998,55,534,1000,1,18,1
126,1,998,281,534,1000,1,51,1
68,1,998,224,534,1000,1,11,1
126,1,998,281,534,1000,1,50,1
126,1,998,4,534,1000,1,18,1
28,8,998,281,534,1000,7,49,1
108,1,998,224,534,1000,1,9,1
20,1,998,316,77,1000,1,48,1
12,8,998,281,534,1000,7,47,1
108,4,998,224,534,1000,18,46,1
126,5,998,25,26,1000,129,45,1
120,12,998,224,534,1000,4,11,1
96,1,998,17,534,1000,1,44,1
120,1,998,224,77,1000,1,11,1
66,1,998,21,77,1000,1,43,1
108,1,998,43,534,1000,1,8,1
50,1,998,43,13,1000,1,24,1
28,61,998,224,534,1000,1,24,1
188,14,998,224,534,1000,9,42,1
188,1,998,281,6,1000,1,41,1
120,61,998,224,45,1000,52,40,1
38,1,998,281,13,1000,1,8,1
66,1,998,281,534,1000,1,39,1
188,61,998,281,13,1000,1,11,1
120,61,998,43,13,1000,1,6,1
188,14,998,281,534,1000,18,38,1
26,1,998,55,26,1000,1,37,1
12,1,998,17,534,1000,1,6,1
120,1,998,281,6,1000,1,36,1
12,2,998,43,4,1000,1,9,1
126,1,998,224,77,1000,1,35,1
120,1,998,43,534,1000,1,11,1
120,1,998,43,3,1000,1,24,1
126,1,998,55,534,1000,1,34,1
126,1,998,224,534,1000,1,6,1
44,1,998,43,534,1000,1,11,1
108,1,998,281,534,1000,1,11,1
120,1,998,21,2,1000,1,11,1
126,1,998,43,23,1000,1,9,1
120,1,998,224,534,1000,1,9,1
108,1,998,55,18,1000,1,7,1
44,1,998,281,77,1000,1,33,1
44,1,998,17,534,1000,1,7,1
108,1,998,281,534,1000,1,8,1
188,1,998,224,534,1000,1,9,1
66,1,998,224,534,1000,1,32,1
120,1,998,224,534,1000,1,18,1
188,1,998,224,534,1000,1,8,1
96,2,998,3,534,1000,1,6,1
66,1,998,224,77,1000,1,31,1
38,3,998,224,77,1000,1,6,1
108,4,998,224,534,1000,18,30,1
108,1,998,224,534,1000,1,11,1
96,14,998,224,534,1000,18,29,1
96,1,998,224,23,1000,1,11,1
108,1,998,55,5,1000,1,18,1
120,1,998,224,23,1000,1,7,1
68,1,998,224,18,1000,1,18,1
96,1,998,224,534,1000,1,6,1
108,1,998,55,534,1000,1,11,1
126,1,998,224,534,1000,1,7,1
66,1,998,8,534,1000,1,11,1
126,1,998,281,7,1000,1,11,1
96,61,998,3,45,1000,52,28,1
126,2,998,224,7,1000,2,8,1
188,1,998,224,534,1000,2,27,1
126,1,998,43,534,1000,1,7,1
188,3,998,224,534,1000,129,26,1
50,1,998,281,10,1000,2,11,1
188,14,998,224,534,1000,18,25,1
50,61,998,281,77,1000,1,24,1
126,2,998,224,7,1000,2,6,1
68,1,998,8,534,1000,3,23,1
108,12,998,224,534,1000,18,22,1
188,1,998,43,534,1000,1,7,1
66,2,998,25,13,1000,1,21,1
108,1,998,224,534,1000,2,4,1
20,1,998,281,15,1000,1,6,1
126,1,998,316,534,1000,1,18,1
68,1,998,1,534,1000,1,7,1
96,1,998,55,6,1000,1,18,1
50,1,998,281,1,1000,1,7,1
188,1,998,17,15,1000,2,24,1
188,1,998,224,26,1000,1,24,1
120,1,998,224,534,1000,1,11,1
96,2,998,55,10,1000,1,17,1
126,1,998,224,26,1000,1,11,1
188,1,998,17,534,1000,1,7,1
126,1,998,281,534,1000,1,8,1
68,1,998,224,534,1000,1,7,1
96,1,998,224,534,1000,1,7,1
188,1,998,281,13,1000,3,8,1
66,1,998,43,13,1000,2,16,1
188,1,998,25,534,1000,1,18,1
108,2,998,55,23,1000,1,18,1
126,1,998,8,7,1000,1,53,1
66,1,998,25,534,1000,1,9,1
66,1,998,224,534,1000,1,15,1
96,61,998,281,77,1000,52,7,1
126,12,998,224,534,1000,4,18,1
126,1,998,43,534,1000,1,53,1
68,1,998,281,13,1000,1,7,1
96,7,998,224,534,1000,6,14,1
96,12,998,55,534,1000,4,53,1
126,1,998,281,6,1000,1,53,1
96,7,998,224,534,1000,18,24,1
28,1,998,224,534,1000,1,18,1
120,1,998,281,77,1000,1,9,1
188,1,998,43,534,1000,1,53,1
108,1,998,281,534,1000,1,9,1
50,1,998,281,26,1000,1,9,1
126,2,998,224,534,1000,1,53,1
108,2,998,224,534,1000,1,53,1
26,1,998,43,4,1000,1,9,1
22,1,998,281,1,1000,1,9,1
188,1,998,224,534,1000,1,9,1
44,1,998,55,534,1000,1,9,1
22,44,998,224,1,1000,129,1,1
120,1,998,281,534,1000,1,53,1
120,1,998,281,77,1000,1,12,1
96,1,998,224,12,1000,1,1,1
68,1,998,43,23,1000,1,11,1
66,1,998,224,18,1000,1,53,1
96,1,998,281,18,1000,1,12,1
108,12,998,55,534,1000,6,18,1
44,1,998,21,534,1000,1,9,1
66,2,998,8,77,1000,1,8,1
126,1,998,281,534,1000,1,53,1
20,1,998,281,534,1000,1,7,1
96,1,998,43,8,1000,1,1,1
188,1,998,17,534,1000,2,53,1
188,1,998,25,77,1000,1,4,1
188,44,998,43,13,1000,28,6,1
188,2,998,4,534,1000,1,7,1
20,1,998,224,77,1000,1,1,1
50,1,998,21,9,1000,1,1,1
38,1,998,224,26,1000,1,7,1
96,1,998,281,534,1000,2,12,1
38,1,998,224,534,1000,1,1,1
96,1,998,224,534,1000,1,12,1
120,1,998,43,534,1000,1,12,1
120,1,998,55,11,1000,1,1,1
28,1,998,55,1,1000,1,12,1
188,1,998,224,534,1000,6,7,1
50,1,998,224,534,1000,1,1,1
108,12,998,224,534,1000,18,4,1
108,7,998,224,534,1000,9,1,1
96,1,998,281,2,1000,1,7,1
108,14,998,224,534,1000,18,3,1
188,61,998,224,18,1000,52,12,1
188,1,998,281,77,1000,1,12,1
126,1,998,281,10,1000,1,1,1
120,1,998,281,77,1000,1,2,1
188,1,998,281,77,1000,1,2,1
